koi_score,koi_period,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,O/P
1,9.13315062,0.014047,7.15701,1.48,0.0867,900,155.42,31.6,1,6122,4.487,-0.18,0.964,1.041,N
0,10.4032399,0.328199,0.00075,51.47,0.0948,1104,350.59,1.625,1,6428,4.144,-0.42,1.436,1.049,N
0,10.8632531,0.199678,0.00032,19.93,0.096,802,98.04,1.259,1,5896,4.516,-0.1,0.914,1,N
0.98,8.47484677,0.015752,1.15514,1.35,0.0777,780,87.55,16.37,1,5564,4.587,-0.26,0.785,0.878,N
0,1.307761491,0.396962,0.35977,29.17,0.0203,1298,671.75,3.1921,1,5112,4.596,-0.64,0.673,0.651,N
0,1.7609276,0.007102,0.10476,1.53,0.0361,2860,15818.72,2.58,1,8784,4.156,0.07,1.967,2.017,N
0,0.592618966,0.008852,9.68464,0.86,0.0137,2103,4626.58,5.64,1,5926,4.532,-0.2,0.887,0.978,N
0,0.566796331,0.013315,0.05994,1.5,0.0138,2411,7979.99,1.006,1,6319,4.447,-0.22,1.032,1.084,N
0,10.81589054,0.19721,1.40377,32.48,0.0978,1086,328.64,20.552,1,6269,4.109,-0.28,1.508,1.065,N
0,0.566799725,0.006244,0.10625,0.77,0.0131,2289,6460.25,1.217,1,5576,4.297,0.1,1.132,0.928,N
0,6.49066214,0.544206,3.03987,33.46,0.0561,621,35.28,18.917,1,4448,4.684,-0.72,0.563,0.558,N
0,2.991884392,0.335774,0.12078,40.11,0.0419,1486,1154.88,3.8519,1,6596,4.4,-0.42,1.094,1.098,N
0,0.759755409,0.007807,0.27536,0.91,0.0172,2121,4773.08,2.033,1,6090,4.447,0.21,1.071,1.173,N
0,0.93891532,0.005777,0.86113,1.13,0.021,2667,11944.88,3.42,1,6534,4.074,0.06,1.797,1.395,N
0,1.140133012,0.194448,0.02506,126.77,0.0274,4370,86385.22,1.199,1,6715,3.211,-0.5,5.97,2.114,N
0,1.208524388,0.34891,0.26634,26.71,0.0203,1286,647.48,2.74,1,4963,4.63,-0.2,0.701,0.781,N
0,5.197420145,0.488395,0.18581,81.49,0.0579,1416,949.86,6.4258,1,6248,4.05,-0.58,1.528,0.955,N
0,0.562006231,0.003668,0.10946,0.58,0.0139,2978,18708.86,1.223,1,6609,4.17,-0.38,1.455,1.144,N
0,14.31315739,0.134636,0.25076,34.98,0.117,1144,404.48,13.9516,1,5750,3.703,-0.7,2.379,1.041,N
0,0.580724809,0.007401,0.80981,0.75,0.0136,2191,5418.89,2.435,1,5989,4.492,-0.2,0.933,0.986,N
0.133,2.53021,0.292789,0.00631,41.44,0.0354,1543,1338.82,1.288,1,5780,4.178,-0.16,1.296,0.924,N
0.991,23.6223571,0.007017,0.50976,1.07,0.1611,797,95.35,24.68,1,6144,4.149,-0.3,1.393,0.999,N
1,31.827649,0.023361,17.21605,4.98,0.1939,668,47.21,97.3,1,4774,3.838,0.38,1.954,0.959,N
0,0.750737313,0.005752,0.97291,0.48,0.0153,1603,1558.69,3.07,1,5151,4.602,0.07,0.761,0.874,N
0.953,5.29655591,0.010809,0.61616,1.3,0.063,1156,421.14,9.7,1,6268,4.429,0.07,1.1,1.188,N
0.016,0.379412331,0.021795,0.9745,1.59,0.009,1643,1724.34,1.95,1,4331,4.62,0.07,0.666,0.675,N
0,0.75509861,0.458574,0.48542,60.74,0.0155,2359,7285.15,2.446,1,6038,4.206,-0.54,1.213,0.864,N
0,183.836254,0.039532,0.04751,51.64,0.7889,852,124.46,43.9,1,4959,2.569,-0.44,11.963,1.934,N
0.216,392.601892,0.027389,40.51088,2.25,0.9879,204,0.41,691,1,5307,4.605,-0.2,0.753,0.843,N
0.141,452.65206,0.012781,0.23102,2.41,1.2591,345,3.33,135.8,1,6664,4.075,-0.28,1.73,1.3,N
0.037,234.6631919,0.014339,4.65,1.68,0.7751,328,2.73,238.32073,1,6306,4.426,-0.1,1.076,1.126,N
0,351.204993,0.035588,0.08437,3.57,0.9186,258,1.04,81.9,1,5845,4.435,-0.44,0.918,0.838,N
0.325,260.446151,0.029827,0.35528,25.39,0.9622,608,32.37,108.4,1,4845,2.897,0.06,7.796,1.748,N
0,8.460438928,0.47764,0.73874,36.62,0.0749,804,98.6,14.08662,1,5951,4.638,-1.06,0.702,0.796,N
0,0.958116585,0.329783,0.11023,49.16,0.0187,2271,6312.99,1.749,1,6032,4.147,-0.32,1.365,0.954,N
0.794,5.88836941,0.01018,40.31668,1.21,0.0649,1125,379.27,42,1,6243,4.39,-0.14,1.084,1.048,N
0.004,0.555973803,0.008239,1.48092,1.9,0.0131,3049,20544.64,2.89,1,5445,3.776,-0.46,2.117,0.977,N
0,1.992098705,0.466485,0.29939,45.85,0.0308,1435,1006.31,3.975,1,6024,4.523,-0.26,0.9,0.985,N
0.813,6.0799457,0.00678,2.6091,0.86,0.0676,1101,348.11,17.21,2,6008,4.35,0.14,1.168,1.117,N
0.014,2.2227289,0.014994,1.00737,34.14,0.051,4454,93172.12,6.41,1,4996,2.354,0.07,20.848,3.584,N
0.901,1.8134378,0.009047,0.03218,0.69,0.0264,1158,423.67,1.775,1,5094,4.618,-0.32,0.7,0.743,N
0,0.542122617,0.008585,2.29284,0.94,0.0134,2238,5914.13,3.2903,1,5875,4.476,0.18,0.998,1.088,N
0,0.73975345,0.020433,0.09411,2.09,0.0153,1818,2580,1.396,1,5271,4.436,0.21,0.935,0.869,N
0.002,8.39140024,0.010799,35.92479,1.1,0.0745,921,169.89,51.1,1,5892,4.389,-0.66,0.935,0.781,N
0.019,352.710091,0.037835,116.17101,3.75,0.971,261,1.09,914,1,6112,4.513,-0.34,0.908,0.981,N
0.168,0.532493086,0.004251,0.35818,1.87,0.0156,4893,135046.96,1.751,1,6894,3.476,-0.44,4.032,1.774,N
0.002,1.41435861,0.006824,0.99172,0.74,0.0233,1578,1458.2,4.72,1,5470,4.366,-0.06,0.994,0.837,N
0.007,0.812678859,0.006146,5.13361,0.83,0.0183,2403,7917.14,5.64,1,6636,4.349,-0.06,1.236,1.251,N
0,8.4879444,0.010853,0.66184,1.23,0.0809,969,208.99,13.61,1,6134,4.396,-0.28,1.039,0.98,N
0,1.63345402,0.208715,0.01873,24.87,0.0274,1750,2211.18,1.382,1,6283,4.372,-0.24,1.091,1.019,N
1,28.64338839,0.030138,5.80152,5.82,0.1917,871,136.32,63.1,1,6507,4.002,-0.38,1.767,1.145,N
0,6.63449721,0.277142,0.00118,85.25,0.078,1719,2067.13,1.4,1,6487,3.696,-0.3,2.817,1.439,N
0,1.50650136,0.007725,0.27179,0.8,0.0238,1562,1403.44,3.195,1,5607,4.381,-0.34,0.948,0.788,N
1,1.570592397,0.013623,57.05351,1.37,0.0249,1480,1135.98,19.52,1,5519,4.431,-0.14,0.921,0.837,N
0,43.142257,0.196112,0.00004,37.88,0.2654,706,58.68,1.579,1,6198,4.069,0.14,1.769,1.338,N
0.789,87.487573,0.020983,3.77171,1.87,0.3727,377,4.79,115.1,1,5774,4.567,-0.3,0.818,0.907,N
0.989,11.9451376,0.007296,0.22885,3.32,0.1176,1337,755.16,12,1,5094,3.38,-0.08,4.163,1.517,N
0.126,277.13367,0.017367,1.18821,1.84,0.8391,307,2.09,169,1,6461,4.474,-0.52,0.971,1.025,N
0,3.381607,0.018065,0.07014,117.25,0.0501,6037,314164.85,3.487,1,3974,1.056,-0.36,59.437,1.467,N
0,0.660655454,0.126701,0.06197,16.81,0.0161,2497,9210.84,1.127,1,6520,4.375,0.07,1.215,1.279,N
0.017,384.09781,0.009146,1.68329,1.63,1.0068,330,2.8,236,1,5884,3.979,-0.48,1.628,0.921,N
0.057,333.7163405,0.018814,26.18914,3.53,0.9339,362,4.05,536.215768,1,6045,3.956,-0.5,1.719,0.975,N
0,322.50741,0.020725,0.02942,2.11,0.8977,257,1.03,54.5,1,5708,4.465,-0.08,0.933,0.926,N
0,373.8716,0.017978,0.64321,2.19,0.9523,279,1.44,168.1,1,5846,4.258,-0.46,1.116,0.821,N
0.157,171.046664,0.024557,84.9007,32.31,0.8335,827,110.64,508,1,4932,2.697,0.07,12.048,2.632,N
0.493,0.799868354,0.36032,0.07832,34.7,0.0161,1816,2581.61,1.384,1,5568,4.488,-0.12,0.882,0.873,N
0,345.7671,0.013475,0.65563,2.5,1.0008,336,3.02,160.6,1,5845,4.024,0.08,1.702,1.115,N
0,350.34114,0.033137,0.66667,2.5,0.8887,202,0.39,162.9,1,5188,4.642,-0.38,0.69,0.768,N
0.003,363.97165,0.440765,0.79783,40.48,0.976,231,0.68,177.4,2,5648,4.559,-0.1,0.841,0.939,N
0,395.23753,0.034486,0.29159,3.17,1.0311,225,0.61,134,2,5648,4.559,-0.1,0.841,0.939,N
0.088,385.97241,0.011971,1.35983,1.72,1.0967,325,2.65,220,1,6732,4.271,-0.36,1.316,1.185,N
0.168,89.667675,0.03388,13.83588,78.77,0.5005,1364,818.91,180.5,1,4742,2.099,-0.5,21.291,2.075,N
0,2.183517999,0.260764,0.02335,4633.66,0.0338,9791,2169685.72,1.805,1,3198,0.047,0,162.725,1.075,N
0,9.4022333,0.015585,3.82365,23.61,0.107,2309,6719.57,26.14,1,4597,2.42,0.07,13.874,1.845,N
0,1.306220168,0.677492,0.41499,83.16,0.0217,2095,4556.14,3.3451,1,6600,4.238,-1.52,1.124,0.796,N
0,25.70600117,0.680543,0.70585,67.11,0.1669,579,26.55,29.1055,1,5642,4.498,-0.02,0.903,0.936,N
0,20.00024281,0.188658,0.34874,21.57,0.1488,746,73.09,19.464,3,6373,4.438,-0.24,1.047,1.094,N
0.76,25.0032023,0.007962,0.37592,1.47,0.1767,837,116.27,23.2,1,6148,4.055,0,1.685,1.176,N
0,0.643703667,0.012176,11.0812,1.48,0.0148,2358,7305.66,6.238,1,6161,4.362,-0.1,1.114,1.038,N
0.979,3.79437277,0.008244,2.73498,1.36,0.0456,1383,865.53,12.77,1,5455,4.025,-0.18,1.507,0.877,N
0,7.04716175,0.012952,0.48746,1.1,0.0684,817,105.1,10.86,1,5496,4.592,-0.24,0.776,0.869,N
0.011,494.165759,0.03547,319.28052,4.5,1.313,265,1.17,1603,1,6392,4.399,0.07,1.162,1.232,N
0.23,502.25648,0.011277,1.33553,1.03,1.1141,215,0.51,261,1,5637,4.46,-0.62,0.833,0.73,N
0,0.609668222,0.015206,0.27959,1.35,0.0137,1805,2491.57,1.764,1,5296,4.576,0.12,0.815,0.911,N
0.382,7.02932339,0.008228,2.58309,0.92,0.0749,974,212.66,18.9,1,5977,4.473,0.21,1.022,1.133,N
0,19.229478,0.010516,0.61778,1.97,0.1567,970,209.42,22.94,1,6654,4.113,0.02,1.712,1.386,N
1,1.865114193,0.040715,64.04739,0.66,0.0151,455,10.1,22.8,3,3292,5.215,-0.42,0.148,0.132,N
0,2.99540439,0.19374,0.00538,65.37,0.0465,2195,5493.46,1.367,1,6106,3.633,-0.12,3.09,1.495,N
0,0.784031658,0.017196,14.72319,1.55,0.0163,1705,1995.65,7.82,1,5435,4.578,0.07,0.824,0.937,N
1,31.0033072,0.023218,1.87035,2.72,0.2037,616,34.03,45.63,1,6090,4.447,0.21,1.071,1.173,N
0.938,19.18109525,0.026864,12.29491,1.72,0.1178,513,16.42,62.07,1,5214,4.673,-1.46,0.587,0.591,N
0.692,122.11555,0.030306,0.2512,2.96,0.4405,351,3.6,58.3,1,5592,4.418,-0.42,0.894,0.764,N
0,1.213742728,0.005421,0.13121,1.18,0.0244,2599,10804.6,2.17,1,6532,3.961,-0.2,1.987,1.319,N
0.975,225.48805,0.019945,0.05872,1.7,0.6861,267,1.2,54,1,5663,4.579,-0.38,0.782,0.847,Y
0.087,366.74866,0.019807,0.74517,2.35,1.0052,281,1.48,174.3,1,6136,4.368,-0.18,1.087,1.005,N
0,0.93374894,0.014217,0.08306,0.18,0.0085,433,8.36,1.564,1,2661,5.283,0,0.116,0.094,N
0,0.734548624,0.007602,0.24707,0.84,0.0165,2082,4454.22,1.917,1,6046,4.478,0.07,1.007,1.111,N
0.05,317.99484,0.024768,5.80986,2.22,0.8831,241,0.79,314,1,5665,4.568,-0.2,0.82,0.916,N
0.021,432.96732,0.026088,2.93525,1.64,0.9487,151,0.12,308,1,4403,4.7,-0.46,0.576,0.606,N
0.217,614.39054,0.015612,6.60566,2.43,1.4863,269,1.24,509,1,6228,4.193,0,1.427,1.156,N
0.381,578.88761,0.008083,0.72142,1.69,1.4388,315,2.32,233.8,1,6180,3.946,-0.14,1.917,1.185,N
0.08,238.561202,0.01591,0.41812,5.75,0.8609,568,24.55,107.9,1,6565,3.573,-0.52,3.308,1.493,N
0.224,218.771117,0.015155,2.55738,250.2,0.802,1997,3757.91,186.3,1,3297,0.236,0.08,151.184,1.436,N
0.079,334.87402,0.185196,0.00067,47.48,1.031,408,6.52,15.84,1,6122,3.811,-0.12,2.348,1.299,N
0.129,370.2402,0.277163,0.00297,29.24,1.0198,270,1.26,27.8,1,6296,4.481,-0.36,0.966,1.03,N
0,1.6749812,0.008621,0.59897,79.51,0.0316,8986,1540745.8,4.46,1,3940,0.76,-0.64,84.461,1.498,N
0.01,288.678554,0.015265,1.16316,0.96,0.7051,172,0.21,172.4,1,4326,4.667,-0.54,0.575,0.56,N
0,277.25118,0.043832,0.36272,5.02,0.8073,304,2.02,113.8,1,6046,4.357,-0.4,1.048,0.91,N
0,1.560158562,0.561344,0.94506,45.91,0.0236,1223,530.79,4.954,1,4926,4.548,-0.12,0.749,0.724,N
0,8.65311903,0.014108,13.95945,0.85,0.068,493,13.95,38.1,1,3929,4.705,-0.1,0.55,0.559,N
0,2.500560859,0.004153,0.05214,0.48,0.0369,1486,1149.55,2.58303,1,6305,4.422,-0.2,1.052,1.06,N
0,1.288046428,0.005161,0.23063,2.18,0.0236,2945,17822.99,2.725,1,5216,3.287,-0.66,3.871,1.058,N
0,3.457078812,0.532167,0.69768,86.12,0.0478,1603,1560.4,7.6104,1,6526,4.182,-0.2,1.482,1.223,N
0,0.851678507,0.007564,0.71708,0.85,0.0173,1840,2698.28,3.018,1,5403,4.389,0.34,1.029,0.945,N
0,0.776950288,0.01823,3.30461,1.72,0.0163,1882,2974.07,4.724,1,5861,4.546,-0.2,0.865,0.957,N
0,358.96247,0.023964,0.1891,2.37,0.9901,242,0.81,108.8,1,5743,4.527,0.04,0.904,1.003,N
0,358.96844,0.026105,0.30926,2.7,0.9972,263,1.13,128.2,1,6117,4.496,-0.22,0.947,1.025,N
0.999,8.4795266,0.011632,0.32646,1.18,0.0827,865,132.02,10.75,1,5841,4.52,0.07,0.931,1.047,N
0.999,7.76845639,0.013457,1.12282,1.35,0.0749,841,118.09,15.3,2,5447,4.481,0.16,0.917,0.928,N
0,2.404556949,0.024182,0.00679,4.69,0.0372,1958,3474.41,1.2755,3,6426,4.013,-0.24,1.775,1.182,N
0,0.941603153,0.025036,0.45712,2.29,0.0173,1608,1575.78,2.78,1,5237,4.481,-0.12,0.837,0.774,N
0.984,7.16520428,0.019138,12.53756,2.31,0.0765,1034,270.34,32.4,1,6174,4.417,0.1,1.103,1.162,N
0,22.32423657,0.045771,0.2514,4.56,0.1518,611,32.87,18.78,1,5648,4.489,-0.02,0.912,0.934,N
0.075,375.408923,0.009063,1.34111,4.48,1.5434,858,128.15,215.4,1,11357,3.667,0.07,4.528,3.472,N
0,2.17812769,0.007429,2.60369,0.78,0.0334,1421,963.16,8.68,1,6014,4.494,-0.08,0.958,1.043,N
0.804,67.17662686,0.284515,0.81079,9.66,0.2177,179,0.24,57.831232,1,3391,4.936,0,0.311,0.304,N
0,0.93373895,0.005813,0.12349,0.64,0.0191,1993,3723.37,1.785,1,6223,4.459,-0.2,1.006,1.063,N
0,0.93373718,0.004037,0.44143,0.48,0.0195,2097,4570.22,2.73,1,6367,4.419,-0.14,1.087,1.131,N
0.223,359.33831,0.028296,0.49248,2.33,0.8852,216,0.52,149.8,1,5316,4.539,-0.46,0.753,0.715,N
0,213.201978,0.023276,0.49362,1.91,0.6332,221,0.56,105.9,1,4594,4.557,0.26,0.752,0.744,N
0.108,77.773042,0.019473,34.16164,15.03,0.3422,955,196.5,222,1,4763,2.685,-0.36,7.068,0.882,N
0.102,381.782641,0.222932,0.34243,55.75,1.1108,384,5.12,138.2,1,6056,3.816,-0.18,2.29,1.252,N
0.048,354.7897,0.008275,1.09661,0.47,0.7963,134,0.08,194,1,3778,4.742,0,0.515,0.533,N
0.253,235.544698,0.015515,2.92113,2.13,0.7488,316,2.36,204.6,1,5533,4.244,0.38,1.255,1.009,N
0,115.28415,0.018796,0.54848,2.05,0.4646,374,4.63,72.8,1,5780,4.438,0,1,1,N
0.092,293.38641,0.009232,0.43695,1.35,0.8842,347,3.43,125.7,1,6392,4.213,-0.28,1.34,1.067,N
0.112,677.56282,0.023563,3.23495,2.24,1.4207,190,0.31,428,1,5511,4.477,-0.18,0.872,0.833,N
0.522,66.716453,0.023494,6.34525,2.2,0.3067,402,6.18,114.3,1,5447,4.506,-0.06,0.859,0.864,N
0.027,371.21205,0.024883,0.34971,2.55,1.0155,259,1.07,136.6,1,6106,4.497,-0.24,0.94,1.013,N
0,190.783023,0.033119,26.0523,71.66,0.9897,989,226.51,369,1,5013,2.394,0.07,19.813,3.549,N
0,5.270733213,0.512254,6.31874,37.93,0.0519,693,54.59,21.01,1,4348,4.601,0.07,0.678,0.669,N
0,0.755101141,0.008231,0.14841,0.19,0.0092,680,50.92,1.648,1,3256,5.071,0,0.207,0.184,N
0,11.02520205,0.653041,0.18164,164.02,0.0977,1294,663.18,10.5287,1,6047,3.724,-0.88,2.3,1.021,N
0,5.06318803,3.679748,0.68622,302.18,0.0513,908,160.52,9.761,1,5375,4.531,-0.56,0.752,0.7,N
0.427,219.20579,0.01367,0.40195,2.66,0.8176,456,10.18,100.7,1,6990,4.115,0.06,1.785,1.515,N
0,58.873429,0.444913,0.28032,76.18,0.3312,679,50.35,37.172,1,7078,4.192,-0.16,1.568,1.401,N
0.95,23.266633,0.006462,0.34402,2.66,0.1821,1156,422.77,21.43,1,5758,3.456,-0.56,3.775,1.487,N
0,0.687506554,0.010109,2.05445,8.73,0.0147,4748,120304.4,3.716,1,4643,2.595,-0.18,7.906,0.898,N
0.044,472.071079,0.014666,17.18439,2.01,1.2977,268,1.22,587,1,6186,4.358,0.56,1.253,1.305,N
0.981,57.6896212,0.044886,0.42264,5.14,0.3025,512,16.19,42.1,3,6228,4.441,-0.08,1.049,1.107,N
1,12.90467523,0.018884,1.93239,1.49,0.0962,545,20.91,25.7,2,4513,4.574,0.16,0.722,0.712,N
0.997,24.3344939,0.01646,0.7647,1.74,0.167,647,41.3,28.82,1,6091,4.487,-0.14,0.967,1.045,N
1,0.984941669,0.008209,1.14505,1.49,0.0201,2335,7044.68,3.887,1,5825,4.046,0.14,1.662,1.121,N
0.985,48.4313003,0.03163,1.285,2.78,0.239,396,5.81,54.2,1,4891,4.516,0.16,0.805,0.776,N
0.989,34.57371851,0.017559,27.82477,0.42,0.1219,199,0.37,120.69486,1,3374,5.066,-0.36,0.218,0.202,Y
0,0.9337491,0.008997,0.16393,0.79,0.018,1662,1809.26,1.96225,1,5628,4.575,-0.22,0.808,0.903,N
0,0.93374417,0.005177,0.21049,0.64,0.0197,2126,4835.58,2.133,1,6363,4.399,-0.04,1.131,1.17,N
0,0.9337465,0.006515,0.18546,0.63,0.0185,1863,2852.33,2.04,1,6102,4.528,-0.38,0.887,0.968,N
0,0.93371631,0.007237,0.1,0.7,0.0186,1743,2180.39,1.664,1,5734,4.538,-0.02,0.883,0.982,N
0.133,260.02265,0.047082,0.30515,3.13,0.6915,217,0.53,102.9,1,5250,4.684,-1.02,0.608,0.65,N
0.001,443.66,0.212181,0.06653,33.2,1.1554,331,2.85,88.5,1,6743,4.144,-0.68,1.433,1.043,N
0,366.28999,0.048671,1.32427,68.39,1.4591,666,46.47,211,1,5083,2.708,0.07,12.868,3.083,N
0,72.6549842,0.161284,0.0379,34.52,0.3605,699,56.33,22,1,6793,3.926,-0.6,1.96,1.181,N
0.731,54.75388384,0.019303,53.83429,2.21,0.292,521,17.47,204.33549,1,6242,4.442,-0.1,1.047,1.104,N
0.002,379.42818,0.018342,2.37695,1.89,1.0262,252,0.95,263,1,5947,4.487,-0.12,0.945,1,N
0,371.90464,0.025264,0.01742,2.88,1.0493,271,1.28,50.3,1,6164,4.446,-0.02,1.045,1.109,N
0.223,362.85801,0.011853,0.31127,1.9,1.045,353,3.66,129.4,1,6740,4.165,-0.44,1.471,1.155,N
0.015,384.558321,0.043743,2.52728,14.33,1.0318,382,5.03,270,1,5078,3.479,-0.36,3,0.989,N
0.096,397.72733,0.01394,2.19215,1.48,1.0781,253,0.97,263.7,1,6032,4.485,-0.06,0.973,1.055,N
0.001,504.88419,0.352124,0.0611,25.19,1.0703,157,0.14,93.7,1,4559,4.612,-0.26,0.655,0.641,N
0,17.52782681,0.617449,2.65836,49.36,0.1196,554,22.31,35.081,1,5079,4.579,-0.24,0.732,0.741,N
0,0.604755462,0.016228,2.15242,1.29,0.013,1598,1534.24,3.4653,1,4842,4.616,0.12,0.726,0.815,N
0.788,5.21395046,0.008015,1.31714,1.24,0.0582,1201,492.29,12.37,1,5529,4.123,0.14,1.412,0.965,N
0,7.002865192,0.565488,1.02404,75.09,0.0767,1197,486.09,13.8464,1,6818,4.357,-0.2,1.216,1.24,N
0.556,455.62395,0.030751,1.59459,3,1.153,228,0.64,259.6,1,5883,4.53,-0.14,0.892,0.985,N
0.103,508.807642,0.041147,53.29129,39.59,1.1612,595,29.54,900.1,1,4893,2.454,-0.86,8.811,0.805,N
0.255,413.51856,0.018088,3.27482,1.96,1.0911,254,0.98,309.3,1,6031,4.45,-0.14,0.992,1.012,N
0.937,5.4398033,0.008465,1.33108,1,0.0634,1112,361.47,12.77,1,6108,4.43,0.12,1.08,1.147,N
0.198,1.381257093,0.008874,6.98068,1.1,0.0253,1728,2110.47,8.9,1,5861,4.385,0.38,1.131,1.13,N
0,1.52593737,0.012281,0.75581,1.39,0.0268,1697,1963.41,4.53,1,6184,4.448,-0.06,1.038,1.1,N
0,373.74691,0.025691,0.02948,2.65,1.0238,260,1.08,60.2,1,6131,4.497,-0.24,0.945,1.023,N
0.078,1.456383399,0.182985,0.01492,52.87,0.0266,2721,12950.97,1.187,1,6184,3.665,-0.76,2.646,1.179,N
0.896,188.881049,0.01702,332.07834,1.86,0.6607,330,2.79,856,1,6077,4.471,-0.04,0.999,1.077,N
0,1.07383154,0.440536,0.1073,137.54,0.0251,3791,48979.38,1.87,1,8059,3.789,-0.26,2.859,1.834,N
0.001,2.9322509,0.0126,0.73551,1.33,0.0407,1312,700.81,6.94,1,6106,4.487,-0.16,0.966,1.043,N
0,4.98845099,0.01264,0.10731,1.33,0.0545,1055,292.71,5.207,1,5695,4.411,-0.2,0.961,0.868,N
1,0.664074145,0.013695,2.93951,1.19,0.0143,1703,1998.48,4.09,1,5178,4.585,0.16,0.797,0.896,N
0.999,22.40777833,0.023714,5.52889,1.15,0.1194,319,2.44,52.75,5,3751,4.8,-0.34,0.443,0.452,N
0,0.328686504,0.012036,4.47005,1.11,0.009,2324,6891.11,2.944,1,5430,4.535,0.02,0.847,0.896,N
0,0.93376131,0.006836,0.15707,0.61,0.0181,1682,1891.81,1.935,1,5665,4.568,-0.2,0.82,0.916,N
0,0.93377253,0.004968,0.51751,0.43,0.0179,1644,1734.32,2.88,1,5595,4.581,-0.24,0.796,0.89,N
0,0.93376021,0.006809,0.24707,0.4,0.0153,1019,253.97,2.25,1,3885,4.71,-0.1,0.54,0.545,N
0,0.93372008,0.003855,0.38468,0.41,0.0187,1990,3704.01,2.608,1,6221,4.452,-0.32,0.983,0.995,N
0,0.93373591,0.00545,0.10193,0.57,0.0185,1904,3116.05,1.675,1,6028,4.47,-0.26,0.95,0.969,N
0,0.93374911,0.007162,0.15237,0.66,0.0183,1793,2442.7,1.915,1,5978,4.554,-0.38,0.846,0.932,N
0.027,312.61007,0.019933,0.45114,2.01,0.914,258,1.05,132.6,1,5818,4.523,0.07,0.925,1.039,N
0.001,429.60143,0.028607,0.66367,2.74,1.0729,223,0.58,186.4,1,5587,4.502,-0.1,0.877,0.891,N
0.04,499.88159,0.013178,0.76772,2.61,1.3018,338,3.07,216,1,6486,3.992,-0.32,1.812,1.174,N
0.011,197.37704,0.288625,0.00125,84.37,0.9437,815,104.45,13.71,1,10974,4.041,0.07,2.677,2.873,N
0.259,203.8406,0.013668,2.19653,2.41,0.6522,385,5.21,169,1,5548,3.97,-0.32,1.616,0.889,N
0.009,14.395425,0.009961,0.72559,0.85,0.1102,672,48.08,19.96,1,5715,4.586,-0.4,0.782,0.872,N
0,231.157554,0.028907,1.11779,37.37,1.0732,789,91.65,146.7,1,5386,2.78,0.07,11.839,3.083,N
0.005,495.06538,0.018892,0.39428,2,1.2451,236,0.74,172.2,1,6075,4.486,-0.12,0.969,1.048,N
0.008,595.78152,0.008368,1.21387,1.18,1.3209,245,0.85,283.5,1,5618,4.155,-0.18,1.288,0.865,N
0.1,365.709623,0.02894,1.13756,26.93,1.0423,604,31.42,200.4,1,4787,2.629,-0.3,8.522,1.129,N
0,7.841066931,0.622211,1.4076,56.33,0.075,876,139.18,16.6006,1,5973,4.562,-0.44,0.829,0.915,N
0,2.213964145,0.345116,0.11656,57.06,0.0322,1891,3030.64,3.11418,1,6256,4.037,-0.74,1.514,0.911,N
0,0.566810701,0.018177,0.06071,1.49,0.0124,1921,3220.92,1.0102,1,5593,4.584,-0.5,0.752,0.791,N
0,2.525386934,0.499372,0.70577,67.24,0.0386,1701,1982.55,6.1966,1,6826,4.337,-0.34,1.233,1.211,N
0,1.587485742,0.463146,0.10751,41.52,0.0258,1460,1070.86,2.42849,1,5863,4.566,-0.36,0.821,0.908,N
0,0.50727675,0.013588,0.35169,1.7,0.0132,2449,8524.12,1.685,1,5970,4.399,0.46,1.143,1.195,N
0,488.67353,0.02411,1.75341,2.03,1.1542,188,0.3,280.8,1,5218,4.596,-0.02,0.772,0.867,N
0,322.48381,0.036359,0.01919,3.5,0.911,259,1.06,47.3,1,5968,4.534,-0.26,0.881,0.97,N
0.005,0.474811162,0.013399,2.08096,1.28,0.0118,2206,5603.32,2.92,1,5799,4.539,-0.1,0.878,0.975,N
0,0.664727127,0.003748,1.26556,0.46,0.0149,2343,7149.67,3.09,1,6143,4.344,-0.2,1.116,1.001,N
0,1.33259003,0.003252,0.14748,0.69,0.0294,2909,16962.04,2.4,1,8133,4.146,0.21,1.935,1.91,N
0,1.33250451,0.00487,0.15573,0.62,0.0247,1993,3726.12,2.445,1,6600,4.364,-0.34,1.157,1.133,N
0.092,333.486169,0.02259,85.88623,19.3,1.2233,557,22.68,796,1,4989,2.992,0.07,7.824,2.19,N
0,2.17813954,0.004946,2.1303,1,0.0355,2073,4372.75,8.114,1,6511,4.003,-0.12,1.851,1.261,N
0.103,321.02094,0.022141,6.002,1.96,0.8315,232,0.69,319.8,1,5334,4.492,-0.32,0.81,0.743,N
0,424.623345,0.073251,1.32337,8.13,1.1326,265,1.17,232.8,1,6339,4.454,-0.28,1.017,1.069,N
0.088,145.750554,0.017482,0.47187,15.34,0.7256,748,74.07,80.92,1,5096,3.007,0.07,8.038,2.394,N
0,1.28805834,0.00872,0.27891,1.08,0.0232,1736,2142.23,2.9,1,5631,4.33,0.24,1.132,0.998,N
0,0.777663575,0.010684,4.01799,0.95,0.016,1816,2553.18,5.046,1,5769,4.57,-0.32,0.812,0.9,N
0.988,3.84822189,0.013198,3.35787,1.72,0.0495,1283,641.53,13.8,1,5927,4.323,0.16,1.193,1.094,N
