koi_score,koi_period,koi_ror,koi_srho,koi_prad,koi_sma,koi_teq,koi_insol,koi_dor,koi_count,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,O/P
0,0.61496383,0.618606,2.92611,44.79,0.0123,1460,1074.84,3.8819,1,4509,4.612,-0.16,0.663,0.656,N
0,161.253747,0.056819,0.0128,4.98,0.5559,295,1.8,26.01,1,5570,4.573,-0.2,0.803,0.88,N
0,2.974163938,0.318122,6.24606,34.74,0.0406,1266,605.99,14.29,1,5780,4.438,0,1,1,N
0,15.84131693,0.311548,1.50605,670.04,0.1883,2252,6085.07,27.1,1,4993,2.399,0.07,19.695,3.546,N
1,9.2075634,0.038689,0.29352,5.5,0.0865,972,211.08,10.96,3,5678,4.215,0.2,1.303,1.015,N
1,2.5903958,0.017944,0.89509,2.55,0.0371,1484,1147.44,6.82,3,5678,4.215,0.2,1.303,1.015,N
0.999,5.3235335,0.018891,0.55838,2.69,0.06,1167,438.71,9.42,3,5678,4.215,0.2,1.303,1.015,N
0,0.831741499,0.334314,0.10493,41.62,0.0185,2198,5501.14,1.566,1,6343,4.408,0.07,1.14,1.213,N
0,4.44737112,0.019271,0.00132,2.06,0.0501,1068,307.65,1.113,1,5472,4.382,-0.04,0.981,0.846,N
0,12.89301802,0.406644,0.88244,62.52,0.1108,1004,240.5,19.79,1,6387,4.178,-0.26,1.408,1.086,N
0,4.532416322,0.445018,0.63674,62.25,0.0562,1328,735.27,8.84,2,6306,4.283,-0.04,1.281,1.148,N
0.813,1.160153553,0.400707,0.32281,60.47,0.0217,2183,5363.78,2.843,1,6200,4.161,-0.32,1.382,1.009,N
0,4.032760214,0.367551,0.40433,378.61,0.068,2582,10499.43,7.031,1,4969,2.899,0.21,9.433,2.572,N
0,6.714247798,0.16913,1.67024,14.78,0.0634,809,100.94,15.85,1,5159,4.508,-0.16,0.8,0.752,N
0,2.21396079,0.009681,0.4633,0.87,0.0308,1123,375.04,4.93,1,4922,4.505,0.2,0.823,0.79,N
0,11.35501209,0.129228,0.03422,8,0.0815,534,19.29,6.156,1,4594,4.679,-0.84,0.567,0.56,N
0,1.195515251,0.391084,0.05853,49.33,0.0214,1959,3469.7,1.641,1,6040,4.271,-0.4,1.155,0.909,N
1,2.60720833,0.054153,0.70771,7.31,0.04,1561,1403.43,6.34,1,6366,4.352,0.16,1.236,1.257,N
1,5.80184753,0.139233,0.88026,14,0.0593,989,225.81,11.613,1,5687,4.426,-0.32,0.921,0.826,N
0,2.38404983,0.605641,1.90278,66.14,0.035,1363,815.42,8.3,1,5780,4.438,0,1,1,N
0,5.24078259,0.246927,0.00775,24.73,0.0586,1080,322.16,2.24,1,6192,4.503,-0.42,0.917,0.976,N
0,5.26641416,0.014989,0.87208,2.62,0.062,1421,964.18,10.85,1,6338,4.087,-0.18,1.602,1.142,N
1,1.847892736,0.016387,2.43968,1.51,0.0288,1374,843.8,7.608,1,5763,4.557,-0.2,0.842,0.937,N
0.955,0.604358764,0.499189,3.85376,23.28,0.0106,997,235.63,4.21,1,3569,4.82,0,0.427,0.439,N
0,11.3775281,0.453807,0.00277,82.26,0.1124,1177,453.61,2.67,1,6943,4.162,0.04,1.66,1.459,N
0,0.7981968,0.571257,1.96762,62.38,0.0169,1963,3497.4,4.0467,1,5780,4.438,0,1,1,N
0,0.695954898,0.016553,1.99384,2.58,0.0168,2740,13264.33,3.7096,1,6737,4.243,-0.1,1.425,1.303,N
0,0.948951607,1.055912,0.78347,115.31,0.0189,1853,2796.38,3.341,1,5780,4.438,0,1,1,N
0,19.37070781,0.229288,0.26989,108.54,0.1714,1180,458.92,17.49,1,5321,3.416,-0.1,4.335,1.783,N
0,14.46993942,0.086932,0.01394,85.84,0.1345,1713,2033.61,5.36,1,4735,2.715,0,9.043,1.549,N
0,1.278555003,0.057422,0.28661,5.19,0.0223,1515,1241.92,2.91,1,5636,4.557,-0.18,0.827,0.899,N
1,1.226223959,0.006849,1.06275,1,0.0218,2024,3973.86,4.388,2,5855,4.148,-0.26,1.34,0.92,N
0,2.244600029,0.313653,0.53124,27.47,0.0304,1190,475.37,5.21,1,5256,4.502,-0.26,0.802,0.745,N
0,181.8521773,0.419687,3.72732,46.38,0.6523,333,2.91,186.8,1,6063,4.476,0.07,1.012,1.117,N
0,223.1127475,0.40175,0.56679,46.33,0.7194,332,2.87,114.25,1,6211,4.389,-0.28,1.056,0.993,N
0,15.64064161,0.51438,1.41349,77.18,0.134,921,169.73,26.342,1,6517,4.279,0.14,1.374,1.313,N
0.999,6.8873113,0.00857,3.6804,0.72,0.0657,788,90.91,20.98,4,5208,4.563,-0.14,0.772,0.796,N
0.113,43.8496474,0.01893,35.86167,21.42,0.2921,1286,645.68,153.9,1,4893,2.644,-0.3,10.363,1.725,N
0,0.752158047,0.439788,0.45618,106.66,0.0175,2869,15978.36,2.3895,1,5770,3.844,0.04,2.221,1.255,N
0,3.796488133,0.367269,0.00644,40.83,0.049,1233,547.94,1.699,1,6137,4.46,-0.06,1.018,1.086,N
0,17.7476059,0.277893,0.02301,146.63,0.1904,1998,3768.37,7.26,1,8992,3.535,0.07,4.832,2.922,N
0,1.233076007,0.351801,0.0309,31.39,0.0218,1513,1237.97,1.354234,1,5602,4.571,-0.16,0.817,0.913,N
0.002,19.4444573,0.012987,0.48398,1.53,0.1477,749,74.47,21.3,1,6278,4.425,-0.06,1.081,1.132,N
0,1.1910489,0.300822,0.22205,22.76,0.0192,1348,781.99,2.55,1,5089,4.58,-0.52,0.693,0.666,N
0,0.546248198,0.496587,1.08368,54.23,0.0131,2227,5820.72,2.58,1,5780,4.438,0,1,1,N
0.691,2.18565886,0.005433,1.94061,0.44,0.0307,1087,329.49,7.88,2,4997,4.598,0,0.746,0.806,N
0.998,1.811966339,0.260358,0.01907,95.19,0.0343,2573,10360.38,1.49,1,5904,3.602,0.2,3.348,1.635,N
0,66.1539783,0.088866,0.74995,9.69,0.3283,468,11.3,55.8,1,6077,4.471,-0.04,0.999,1.077,N
0,158.3226379,0.406775,14.03496,25.41,0.4719,211,0.47,265,1,4340,4.67,-0.58,0.572,0.557,N
1,3.93276627,0.014124,1.10587,1.5,0.047,1140,399.84,9.67,6,5688,4.415,-0.12,0.971,0.895,N
0.998,198.680859,0.025242,1.02716,2.79,0.6364,297,1.83,128.9,2,5330,4.366,0.18,1.013,0.869,Y
0,1.592634161,0.519012,0.06389,100.2,0.0292,2255,6128.09,2.0461,1,6574,4.061,-0.22,1.768,1.317,N
0.009,3.31577795,0.299531,0.55284,27.77,0.0415,1104,349.78,6.849,1,5528,4.516,-0.14,0.849,0.864,N
0,2.990252395,0.822802,0.18272,89.85,0.0407,1264,603.02,4.42,1,5780,4.438,0,1,1,N
0,2.08043378,4.177551,0.69851,510.48,0.0334,1629,1661.27,5.43,1,6377,4.399,-0.1,1.119,1.147,N
0,4.944046127,0.49712,0.70147,54.29,0.0569,1069,308.53,9.678,1,5780,4.438,0,1,1,N
0,4.464565251,0.463874,0.63927,43.21,0.0522,1024,259.97,8.766,1,5743,4.553,-0.14,0.853,0.949,N
0,1.523298835,0.411842,0.18071,38.95,0.0241,1404,919.42,2.809,1,5311,4.469,-0.08,0.866,0.804,N
0,3.539631353,0.137045,0.28446,39.34,0.0514,2214,5689.3,5.73,1,7021,3.759,-0.46,2.629,1.447,N
0,6.195861785,2.43178,0.71239,215.89,0.0638,883,143.74,11.31,1,5608,4.573,-0.18,0.813,0.909,N
0,0.566805514,0.008194,0.09962,0.82,0.0127,1920,3193.9,1.192,1,5115,4.439,0.28,0.917,0.842,N
0,27.961084,0.144652,0.57129,21.5,0.1916,796,94.86,28.7,1,6770,4.249,-0.36,1.361,1.204,N
0,186.5168116,0.114852,7.8409,37.5,0.7185,452,9.83,243.4,1,5018,3.639,0.28,2.99,1.421,N
0.521,197.1455327,0.341513,20.03827,72.16,0.7904,498,14.53,345,1,7214,4.093,0.24,1.935,1.69,N
0,0.532087933,0.685266,0.74301,74.83,0.0129,2247,6002.61,2.23204,1,5780,4.438,0,1,1,N
0,3.204222652,0.291035,0.04265,23.55,0.0397,979,217.46,2.85,1,5139,4.609,-0.14,0.741,0.825,N
0,0.687898282,0.509016,0.4109,55.58,0.0153,2062,4267.13,2.17425,1,5780,4.438,0,1,1,N
0,2.178154774,0.250308,0.0207,19.46,0.0303,1180,457.16,1.732,1,5515,4.624,-0.54,0.712,0.785,N
0,0.99466172,0.285559,0.15589,31.84,0.0182,1898,3078.85,2.01,1,5750,4.332,-0.38,1.021,0.816,N
0,359.00688,0.313721,0.0043,28.57,0.9456,237,0.74,30.8,2,5715,4.537,-0.3,0.834,0.873,N
0.997,1.138548215,0.007741,0.63104,1.45,0.022,2537,9805.45,3.51,1,6520,4.01,-0.5,1.713,1.094,N
0,121.0598037,0.253653,1.61086,1680.99,0.5714,1792,2437.81,107.7,1,3942,1.101,-0.18,60.688,1.696,N
0,0.721335207,0.005213,1.83851,0.54,0.0158,2162,5166.26,3.698,1,6328,4.489,-0.44,0.948,1.012,N
0,3.28274272,0.020689,0.00429,1.85,0.0408,1136,392.7,1.347,1,5741,4.533,-0.42,0.82,0.837,N
0,1.231361934,0.026429,0.01866,2.93,0.0217,1839,2707.51,1.1436,1,6095,4.378,-0.48,1.016,0.9,N
0.977,89.7224125,0.016065,0.19195,2.21,0.394,508,15.69,43.4,2,6429,4.241,-0.46,1.262,1.011,N
0.989,7.12766417,0.013519,3.9606,1.21,0.0692,784,89.24,21.99,2,5159,4.548,0.16,0.821,0.868,N
0,2.080431782,1.496806,0.64364,345.7,0.0387,2719,12956.98,5.2808,1,8344,4.04,-0.26,2.115,1.79,N
0.974,3.52364689,0.007911,0.75429,0.94,0.0469,1330,739.8,7.91,1,6269,4.412,-0.08,1.085,1.106,N
0,1.157804607,0.759009,0.58919,118.11,0.0231,2255,6116.99,3.4691,1,6510,4.219,-0.12,1.425,1.228,N
0,19.979098,0.186854,0.16039,22.98,0.1399,739,70.59,15.014,1,5907,4.296,-0.26,1.126,0.915,N
0,1.433262401,0.637923,0.2449,136.47,0.0281,2691,12427.14,2.9849,1,7311,4.013,-0.4,1.959,1.442,N
0,23.8706941,0.389546,0.63272,49.6,0.1628,711,60.38,26.7,1,6022,4.308,-0.1,1.166,1.007,N
0.863,4.78850084,0.007424,3.71904,0.63,0.0515,889,147.95,16.52,4,5208,4.563,-0.14,0.772,0.796,N
0,0.566769068,0.006355,0.12029,1.06,0.0127,2661,11897.94,1.269,1,5496,3.998,-0.32,1.533,0.853,N
0,6.2820426,0.057292,0.00732,23.76,0.0797,2021,3938.81,2.481,1,6635,3.511,-0.32,3.798,1.705,N
0,0.97430309,0.438332,0.66462,37.62,0.0183,1643,1728.18,3.219,1,5688,4.583,-0.36,0.786,0.87,N
0,141.7340306,0.102722,71.54736,10.3,0.5185,329,2.77,424,1,5606,4.478,0,0.918,0.924,N
0,119.686505,0.25255,0.00088,23,0.4546,341,3.21,8.73,2,5715,4.537,-0.3,0.834,0.873,N
0,53.556625,0.066604,0.02358,26.31,0.3551,1076,317.03,15.29,1,7643,3.639,0,3.618,2.082,N
1,1.210693626,0.01198,1.94904,0.99,0.0203,1351,784.51,5.33,2,5014,4.559,-0.1,0.756,0.756,N
0.998,1.090011003,0.012356,1.80766,1.04,0.0197,1402,911.28,4.84,2,5081,4.596,0.12,0.77,0.864,N
0.999,18.2572722,0.011442,3.00102,0.94,0.1236,547,21.16,37.5,2,5014,4.559,-0.1,0.756,0.756,N
0.998,34.2115022,0.014665,2.48565,1.15,0.1894,427,7.82,53.58,3,4955,4.61,-0.1,0.721,0.774,N
0,7.061149921,0.501653,2.74167,43.71,0.0683,842,118.87,19.333,1,5585,4.564,-0.28,0.798,0.852,N
0,2.682767439,0.647193,0.935,70.67,0.0379,1310,695.41,7.0855,1,5780,4.438,0,1,1,N
0,3.711012492,0.379062,0.14411,46.24,0.0478,1310,695.05,4.716,1,6141,4.365,-0.06,1.117,1.051,N
0,1.780982447,0.55359,1.4414,60.45,0.0288,1502,1204.3,6.229,1,5780,4.438,0,1,1,N
0,1.815632406,0.413671,0.40373,108.78,0.0395,3429,32652.55,4.128,1,9954,4.07,0.07,2.408,2.485,N
0,205.5833309,0.427207,3.32051,42.69,0.6826,323,2.58,195,1,6328,4.516,-0.5,0.915,1,N
0,4.309067482,1.176969,2.34533,101.41,0.0474,882,142.6,13.2,1,4897,4.526,0.08,0.789,0.761,N
0,36.4721523,0.007177,5.19383,0.7,0.2145,527,18.29,71.5,1,5853,4.529,-0.1,0.895,0.99,N
0,111.0396205,0.101402,0.01884,8.6,0.4038,335,2.97,23.071,1,5470,4.509,-0.58,0.777,0.71,N
0.001,3.187087241,0.359353,0.12597,928.96,0.0598,4037,62743.06,4.0744,1,4599,2.137,0.07,23.673,2.799,N
0,1.023470248,0.919362,1.7256,100.39,0.0199,1807,2522.39,4.57,1,5780,4.438,0,1,1,N
0,5.55260695,0.209409,0.02027,2674.69,0.0601,6436,404932.04,3.21,1,3306,0.273,0.02,116.965,0.935,N
0,2.347479696,0.486841,0.01098,60.5,0.034,1502,1207.51,1.4734,1,5891,4.305,-0.14,1.138,0.953,N
0,1.13353095,0.003967,0.31896,0.49,0.0216,2006,3840.87,2.79,1,6318,4.36,-0.18,1.121,1.046,N
0.005,0.890745373,0.338117,1.94413,36.92,0.0182,1892,3015.62,4.336,1,5780,4.438,0,1,1,N
0,440.7843755,0.047554,0.32019,7.23,1.1455,308,2.14,148.7,2,6340,4.163,-0.38,1.393,1.031,N
0,2.723858181,0.089031,1.66376,7.13,0.0344,900,154.53,8.67,1,4416,4.57,0.4,0.733,0.728,N
0,0.635441862,0.515605,1.59413,56.3,0.0145,2118,4750.98,3.24,1,5780,4.438,0,1,1,N
0,3.255189932,0.010158,1.03424,1.39,0.0427,1390,880.52,8.34,1,5807,4.23,-0.02,1.256,0.977,N
0,2.531140101,0.392165,0.00873,32.12,0.0342,1100,346.06,1.435,1,5325,4.607,-0.22,0.75,0.84,N
1,0.938750221,0.01514,3.37522,1.46,0.0185,1676,1874.28,5.397,1,5497,4.527,0.16,0.886,0.964,N
0,2.992704682,0.018393,6.17945,7.86,0.0491,2328,6932.19,14.3,1,5908,3.497,0.12,3.915,1.755,N
0,6.12810722,0.217095,0.12457,39.52,0.0744,1513,1237.9,6.28,1,7245,4.158,-0.14,1.667,1.46,N
0,2.115511511,0.500992,0.03487,36.16,0.0281,897,152.34,2.02,1,4188,4.615,0.18,0.661,0.656,N
0,2.446736567,0.654961,0.67952,71.52,0.0356,1351,788.17,5.9911,1,5780,4.438,0,1,1,N
0,21.3779536,0.455185,0.03653,173.18,0.1447,1062,300.32,9.592,1,4905,3.3,-0.24,3.484,0.883,N
0,4.350460215,3.447527,7.51067,533.08,0.0552,1472,1107.34,19.59,1,6585,4.208,-0.3,1.416,1.185,N
0,22.77194512,0.500445,0.09766,251.93,0.1468,1254,584.54,13.885,1,5073,3.02,-0.76,4.61,0.812,N
0.808,67.844689,0.013389,0.29634,2.65,0.3473,592,29.08,41.6,2,5878,4.005,0.24,1.812,1.212,N
1,27.3214242,0.022773,0.04624,3.61,0.1777,705,58.35,12.22,3,5592,4.115,0.16,1.451,1,N
0,9.84883968,0.443343,0.17021,63.42,0.0955,1134,390.19,9.56,1,6938,4.281,-0.44,1.31,1.198,N
0,227.6625222,0.402352,2.94428,44.24,0.7201,319,2.46,200.6,1,6124,4.414,-0.34,1.007,0.959,N
0,1.06100873,0.088429,0.16912,9.14,0.0193,1568,1434.99,2.159,1,5080,4.417,0.44,0.947,0.855,N
0,0.623393802,0.404339,1.3918,28.21,0.0123,1379,849.08,3.058,1,4330,4.628,-0.14,0.639,0.632,N
0.761,0.65355361,0.318427,0.32692,22.95,0.0129,1437,1004.07,1.947,1,4550,4.622,-0.18,0.66,0.666,N
1,2.3702932,0.013622,4.51766,1.29,0.0344,1256,588.1,11.03,2,5668,4.545,-0.02,0.868,0.963,N
0,1.873380717,0.702166,0.09512,89.79,0.0294,1669,1830.27,2.60349,1,5992,4.283,-0.22,1.171,0.96,N
0,1.87337894,0.081812,0.0139,51.11,0.0292,2925,17342.01,1.3713,1,4740,2.9,-0.1,5.721,0.949,N
0,7.50023955,0.209878,0.02282,21.06,0.0754,901,155.6,4.08,1,5849,4.517,-0.02,0.919,1.014,N
0,0.716709897,0.222864,0.64656,66.73,0.0146,3124,22605.13,2.6,1,5173,3.471,-0.72,2.742,0.811,N
0,2.248063246,0.250172,0.01244,30.38,0.0353,1566,1421.38,1.492,1,6325,4.409,-0.04,1.112,1.157,N
0,63.3278636,0.095439,0.00676,54.17,0.3047,896,152.49,11.2744,1,4919,2.979,-0.38,5.198,0.938,N
1,219.3215562,0.055313,1.04654,6.11,0.7391,313,2.27,138.6,2,6063,4.476,0.07,1.012,1.117,N
0,245.4382021,0.177328,0.1611,19.17,0.731,289,1.66,80.05,1,5637,4.383,-0.14,0.99,0.866,N
0,178.4129899,0.265158,36.83295,33.24,0.634,361,4,395.7,2,6078,4.346,0,1.148,1.064,N
0,2.192004364,0.500675,0.93609,37.56,0.0301,1118,369.54,6.195,1,5306,4.642,-0.48,0.687,0.765,N
0,3.900109346,0.381514,0.90457,40.37,0.047,1160,427.83,8.9932,1,5791,4.424,-0.18,0.969,0.91,N
0,1.471060209,0.519524,0.33132,165.15,0.0318,3693,43941.18,3.3591,2,8749,3.806,-0.28,2.911,1.979,N
0,213.3990406,0.176124,1.79085,35.2,0.7882,468,11.32,162.75,1,6960,4.069,-0.16,1.83,1.435,N
0,6.40802979,0.394488,0.34444,51.44,0.068,1157,424.01,9.08,1,6261,4.293,-0.26,1.194,1.017,N
0,0.962835804,0.130081,0.06517,458.02,0.0197,7100,602806.92,1.4726,1,3982,1.464,0.07,32.244,1.104,N
0.022,4.639602084,0.153067,0.8502,19.96,0.052,1285,643.95,9.89,1,6078,4.223,-0.56,1.194,0.868,N
0,2.991885335,0.042959,0.0095,3.94,0.0369,1209,505.77,1.6504,1,5750,4.464,-0.68,0.839,0.747,N
0,1.327471395,0.083455,0.0379,7.08,0.0213,1395,892.4,1.5227,1,5232,4.519,-0.32,0.777,0.727,N
0,0.566792595,0.004114,0.31686,0.5,0.0132,2548,10020.28,1.752,1,6277,4.322,-0.44,1.121,0.961,N
0,1.247156944,24.662711,342.90933,26042.9,0.0252,4120,68223.38,30.4,1,4770,2.605,-0.24,9.67,1.373,N
0.99,288.3128666,0.099153,13.76635,13.21,0.846,300,1.93,393,1,5672,4.252,0.1,1.22,0.969,N
0,2.119100054,0.291718,0.01222,34.34,0.0337,1571,1435.29,1.426,1,6292,4.426,-0.08,1.078,1.129,N
0,1.466535757,0.038383,5.71501,4.28,0.0246,1671,1849.31,8.66,1,5888,4.387,-0.22,1.02,0.924,N
0,1.49131759,0.004751,0.09793,1.26,0.0279,2475,8873.77,2.258,1,6014,3.782,-0.12,2.429,1.303,N
1,19.57783279,0.020303,8.84332,1.96,0.1409,621,35.14,56.4,1,5620,4.533,0.06,0.884,0.971,N
0,3.04476607,0.175754,0.00411,15.7,0.0398,1126,379.01,1.263,1,5627,4.568,-0.18,0.818,0.91,N
0.982,70.9672087,0.026365,1.16776,2.84,0.3392,438,8.66,67.7,2,5818,4.464,0.1,0.986,1.032,N
0,4.45543346,0.473378,0.77635,51.69,0.0531,1106,354.27,9.3396,1,5780,4.438,0,1,1,N
0,14.32388995,0.469972,1.08687,45.93,0.115,720,63.62,22.759,2,5853,4.529,-0.1,0.895,0.99,N
0.805,106.18732,0.01388,0.8555,231.85,0.4546,2660,11829.18,79.9,1,3287,0.114,-0.1,152.969,1.11,N
1,105.6552651,0.033986,0.96789,4.22,0.4389,407,6.51,83,3,5741,4.331,0.16,1.136,1.01,N
0,4.029803201,0.404176,1.07012,47.58,0.0501,1233,545.64,9.721,1,6024,4.385,-0.06,1.078,1.028,N
0,1.303858554,0.499714,0.27848,73.29,0.0238,2080,4438.11,2.925,1,6282,4.207,-0.24,1.343,1.057,N
0.981,9.74765878,0.009733,2.05637,0.78,0.0834,679,50.3,21.8,4,5176,4.612,-0.18,0.738,0.826,N
1,3.18899015,0.007617,0.8565,0.98,0.0434,1309,693.65,7.72,3,5700,4.327,0.34,1.176,1.071,N
0.475,309.89103,0.017056,0.35525,2.15,0.9485,314,2.3,121.7,1,6450,4.386,-0.08,1.155,1.183,N
0,1.570518376,0.349222,0.05564,450.76,0.0385,4106,67267.85,1.936,1,5314,2.782,0.07,11.82,3.083,N
0,115.9943364,0.170135,111.38106,13.66,0.4185,265,1.16,429.48,1,4530,4.566,0.22,0.735,0.725,N
0,14.5417471,0.252447,0.02151,163.25,0.1308,1494,1176.23,6.22,1,5032,3.042,-0.34,5.922,1.41,N
0,2.81753381,0.441301,0.22959,52.91,0.0381,1494,1180.61,4.58,1,6313,4.325,-0.58,1.098,0.929,N
0,56.6993107,0.364464,0.18266,539.16,0.3702,1261,598.36,31.4,1,4727,2.497,0.02,13.547,2.1,N
0,161.252247,0.050688,0.01806,4.49,0.5299,303,2,29.17,1,5555,4.502,-0.46,0.811,0.762,N
0,0.867719291,0.327751,0.06263,37.79,0.0179,2106,4662.2,1.356,1,6220,4.398,-0.22,1.056,1.013,N
0,1.803697292,0.007829,2.99198,1,0.0296,1783,2385.75,8.01,1,6438,4.33,-0.26,1.166,1.054,N
0,1.219324537,0.618896,0.41664,60.62,0.0211,1569,1432.21,3.1992,1,5455,4.458,-0.08,0.897,0.844,N
0,2.401751509,4.418495,7.13655,268.75,0.0288,888,146.91,12.96,1,4577,4.688,-0.9,0.557,0.552,N
0,36.97709537,0.546343,5.46547,59.66,0.2177,546,21.08,73.37,1,5780,4.438,0,1,1,N
0,16.37188364,0.457732,3.32598,70.73,0.1241,840,117.9,36.12,1,5642,4.114,-0.02,1.415,0.95,N
0,2.617284592,0.562361,0.08069,162.67,0.0386,2013,3885.11,3.08,1,5510,3.641,-0.56,2.649,1.119,N
0,10.14873521,0.502467,0.74915,71.11,0.0937,1045,281.19,15.98,1,6366,4.239,-0.26,1.296,1.059,N
0,2.897436854,0.592374,2.17358,64.69,0.0399,1277,627.44,9.881,1,5780,4.438,0,1,1,N
0,5.546083089,0.050506,0.37243,22.27,0.078,2336,7027.09,8.46,1,7358,3.538,-0.08,4.037,2.054,N
0,6.87366398,0.136634,0.04032,12.01,0.0681,859,128.52,4.65,2,5662,4.575,-0.26,0.805,0.899,N
0,0.668483494,1.270693,4.54953,138.76,0.015,2082,4439.53,4.754,1,5780,4.438,0,1,1,N
0.086,1.070272827,0.402965,0.08753,28.73,0.0182,1224,528.52,1.744,1,4628,4.651,-0.1,0.653,0.723,N
0,0.977170246,0.011819,0.12489,5.08,0.0231,3226,25506.22,1.847,1,5596,3.48,-0.06,3.938,1.707,N
0,1.135930136,0.49963,0.12179,52.05,0.0215,1836,2683.57,2.025,1,6247,4.489,-0.34,0.954,1.022,N
0,1.801863222,0.572771,0.14231,145.36,0.0342,2721,12930.1,2.9014,1,7479,3.919,-0.3,2.324,1.634,N
0.006,54.77145968,0.081293,0.00605,34.32,0.3299,777,86.12,9.863,1,5145,3.466,0.02,3.866,1.594,N
0,1.674690886,0.235701,0.04949,29.78,0.028,1813,2558.96,1.943,1,6397,4.331,-0.26,1.157,1.042,N
0,1.013774136,0.43757,2.73492,18.59,0.0147,827,110.51,5.3,1,3644,4.871,-0.3,0.389,0.412,N
0.789,50.271927,0.022157,1.90128,2.94,0.2894,589,28.51,63.3,1,6520,4.375,0.07,1.215,1.279,N
0.996,290.1401717,0.083972,40.23512,11.58,0.8431,304,2.02,564,1,5631,4.212,0.07,1.263,0.947,N
1,161.515617,0.041208,5.47826,2.88,0.503,211,0.47,196.22,2,4243,4.637,0.02,0.641,0.651,N
0,2.112405306,0.230297,0.02998,19.01,0.0303,1225,533.2,1.919,1,5562,4.601,-0.38,0.756,0.845,N
0,1.870990236,0.220077,0.06708,26.1,0.031,1668,1824.38,2.32,1,6384,4.419,-0.16,1.086,1.129,N
0,5.56648691,0.031487,0.00455,43.67,0.0795,2618,11089.75,1.953,1,4694,2.564,0.2,12.701,2.156,N
0,1.33253834,0.007151,0.22737,0.64,0.023,1453,1051.03,2.774,1,5520,4.572,-0.08,0.818,0.917,N
0,1.241483276,0.236943,0.03432,27.25,0.0226,1847,2761.35,1.409,1,6140,4.394,-0.2,1.053,1.001,N
0,3.01551943,0.516792,1.61557,155.81,0.0447,1837,2692.16,9.192,1,5299,3.672,-0.16,2.761,1.306,N
0,2.112395777,1.05549,3.60688,115.26,0.0323,1419,957.45,9.48,1,5780,4.438,0,1,1,N
0.636,14.8444836,0.012341,0.55705,2.49,0.1329,1092,336.06,18.65,2,6642,4.057,-0.02,1.846,1.421,N
0,2.252417903,0.45607,1.46,27.09,0.0274,782,88.43,7.32,1,3979,4.699,-0.26,0.544,0.539,N
0,14.65801395,0.684799,8.43995,121.59,0.1146,855,126.35,45.77,1,5146,3.986,0.14,1.626,0.934,N
0,2.900613144,0.379996,1.14555,38.63,0.039,1289,650.9,7.987,1,5977,4.472,-0.3,0.931,0.94,N
0,174.7697122,0.441845,113.70581,38.79,0.588,294,1.77,568,1,5704,4.575,-0.3,0.804,0.897,N
0,31.43284649,0.523932,3.68913,57.21,0.1953,577,26.19,57.8,1,5780,4.438,0,1,1,N
0.873,1.72110057,0.005467,0.59316,0.7,0.0288,1607,1575.2,4.53,3,5700,4.327,0.34,1.176,1.071,N
0,9.72675447,3.745903,0.03551,995.22,0.102,1363,815.99,5.62,1,6327,3.84,-0.06,2.433,1.495,N
0,8.096939227,0.442225,5.05108,68.48,0.0835,1194,481.48,25.97,1,6572,4.208,-0.28,1.418,1.19,N
0,0.64234865,0.29825,0.54859,25.76,0.0136,1829,2653.37,2.29,1,5441,4.553,-0.26,0.791,0.814,N
0,130.4194187,0.312575,0.80137,57.51,0.4888,473,11.79,89.7,1,5770,3.946,-0.46,1.685,0.915,N
0,1.78526527,0.307162,0.01919,41.19,0.0307,1815,2563.99,1.479,1,6505,4.342,-0.06,1.228,1.211,N
1,4.8591441,0.052321,0.08864,6.9,0.06,1303,681.41,4.801,1,6586,4.361,-0.08,1.207,1.226,N
0,5.95077813,0.030058,0.0464,32.26,0.0897,2366,7394.55,4.43,1,5122,2.886,0.07,9.828,2.707,N
1,4.7425521,0.063231,7.58525,7.27,0.0579,1159,426.49,20.82,1,6161,4.454,0.07,1.053,1.15,N
0,0.955297055,0.22654,0.10073,18.16,0.0168,1550,1367.42,1.694,1,5319,4.548,-0.56,0.734,0.694,N
0,280.476576,0.032397,0.00285,3.16,0.8331,268,1.22,22.8,1,5869,4.528,-0.14,0.892,0.98,N
1,152.8255989,0.042512,0.09736,34.85,0.676,734,68.47,49.4,1,4991,2.933,-0.18,7.506,1.761,N
1,2.41660149,0.008255,2.74357,0.92,0.036,1343,770.05,9.461,1,5705,4.444,0.34,1.026,1.069,N
0,4.252082243,0.382184,0.30329,33.14,0.0459,1064,303.48,6.618,1,5802,4.492,-0.92,0.794,0.714,N
0,14.18022831,0.500435,2.64783,62.41,0.1154,873,137.11,30.418,1,6289,4.33,-0.26,1.142,1.015,N
0.963,282.5253558,0.090074,2.2641,8.98,0.836,264,1.15,212.2,1,5725,4.506,0,0.913,0.974,N
0,1.87887673,1.0993,0.53539,148.25,0.0304,1846,2750.37,4.6402,1,6569,4.281,-0.42,1.235,1.06,N
0,17.79391159,0.304958,2.52525,33.3,0.1337,697,55.88,34.833,1,5780,4.438,0,1,1,N
0,7.942583252,0.920896,0.31844,219.02,0.0781,1285,644.35,10.2,1,5516,3.765,-0.48,2.178,1.007,N
0,15.85231085,6.221997,52.4597,679.44,0.1238,725,65.17,88.7,1,5780,4.438,0,1,1,N
